Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities
Nairobi - Muthaiga,House,6 bedrooms,6,,1100000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Swimming Pool, Kids Play Area, Bus Stop, Hospital, Golf Course, Scenic View, School, Shopping Centre"
Kajiado County - Kitengela,House,4 bedrooms,4,,150000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Machakos County - Syokimau,House,5 bedrooms,5,,110000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Kajiado County - Kitengela,House,5 bedrooms,5,394 m²,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Ridgeways,House,4 bedrooms,4,,320000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lower Kabete,House,2 bedrooms,2,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kitisuru,House,5 bedrooms,5,380 m²,413000,10 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Garden, Gated Community, Swimming Pool, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,2.024 m²,250000,30 January 2026,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Balcony, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,1 bedrooms,1,,100000,17 February 2026,"Backup Generator, En Suite, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,420000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School"
Nairobi - Lavington,House,6 bedrooms,6,"0,13 m²",440000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,5 bedrooms,5,,500000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lower Kabete,House,4 bedrooms,5,,525000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,5,"0,13 m²",300000,11 February 2026,"Gated Community, Garden"
Nairobi - Lavington,House,5 bedrooms,6,,750000,11 February 2026,"Swimming Pool, Gated Community, Garden, Staff Quarters"
Nairobi - Kiambu Road,House,5 bedrooms,6,180 m²,180000,17 February 2026,"Garden, Gated Community"
Nairobi - Runda,House,4 bedrooms,4,2.300 m²,190000,17 February 2026,"Gated Community, Garden"
Nairobi - Kiambu Road,House,4 bedrooms,4,244 m²,180000,17 February 2026,"Swimming Pool, Gated Community, Garden, Staff Quarters"
Nairobi - Runda,House,4 bedrooms,4,450 m²,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kileleshwa,House,5 bedrooms,6,400 m²,485000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kileleshwa,House,5 bedrooms,6,,380000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,320 m²,646000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,3 bedrooms,1,,230000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
Mombasa - Nyali Area,House,5 bedrooms,5,,400000,17 February 2026,
Nairobi - Lavington,House,5 bedrooms,6,"0,13 m²",450000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Runda,House,5 bedrooms,5,380 m²,500000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kitisuru,House,4 bedrooms,4,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Karen,House,4 bedrooms,5,,300000,17 February 2026,"En Suite, Fibre Internet, Balcony, BBQ, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School"
Nairobi - Karen,House,3 bedrooms,4,450 m²,300000,16 February 2026,"En Suite, Furnished, Fibre Internet, Alarm, CCTV, Garden, Parking, Kids Play Area, Staff Quarters, Shopping Centre, Bus Stop, Hospital, Scenic View, School"
Nairobi - Kitisuru,House,4 bedrooms,4,,606000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lower Kabete,House,5 bedrooms,5,,450000,17 February 2026,
Nairobi - Spring Valley,House,4 bedrooms,4,380 m²,325000,17 February 2026,"Alarm, En Suite, Backup Generator, Fibre Internet, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Loresho,House,5 bedrooms,6,380 m²,500000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,320 m²,490000,17 February 2026,"Alarm, En Suite, Fibre Internet, Backup Generator, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,5,,275000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Aircon, Alarm, Kids Play Area, Staff Quarters, Borehole, Garden, Electric Fence, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,5 bedrooms,5,,275000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Garden, Gym, Electric Fence, Borehole, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Spring Valley,House,5 bedrooms,5,,750000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Shopping Centre, Bus Stop, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,6,695 m²,450000,17 February 2026,"Walk In Closet, Serviced, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Runda,House,1 bedrooms,1,,130000,06 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Backup Generator, Serviced, Parking, Gym, CCTV, Electric Fence, Garden, Gated Community, Scenic View, Hospital, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,400000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,400000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lower Kabete,House,5 bedrooms,5,"0,5 m²",525000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School"
Nairobi - Ngong Road,House,1 bedrooms,2,,37000,16 February 2026,"En Suite, Fibre Internet, Balcony, Electric Fence, Borehole, Parking, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,5 bedrooms,5,,250000,16 February 2026,"Service Charge Included, En Suite, Walk In Closet, Fibre Internet, Balcony, Parking, BBQ, Staff Quarters, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community, Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School"
Nairobi - Gigiri,House,5 bedrooms,6,,700000,16 February 2026,"Walk In Closet, Fibre Internet, En Suite, Aircon, Alarm, Backup Generator, Wheelchair Access, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Golf Course, Bus Stop, Scenic View"
Nairobi - Spring Valley,House,5 bedrooms,6,380 m²,400000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Scenic View"
Nairobi - Lavington,House,5 bedrooms,6,,450000,16 February 2026,"Service Charge Included, En Suite, Fibre Internet, Walk In Closet, Balcony, Parking, Staff Quarters, CCTV, Electric Fence, Gated Community, Garden, Bus Stop, Scenic View, Hospital, Shopping Centre, School"
Nairobi - Lavington,House,5 bedrooms,8,,450000,16 February 2026,"Service Charge Included, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, CCTV, Staff Quarters, Gated Community, Wheelchair Access, Garden, Electric Fence, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,5,,350000,16 February 2026,"Backup Generator, En Suite, Walk In Closet, Service Charge Included, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Gated Community, Garden, Bus Stop, Hospital, Shopping Centre, School"
Nairobi - Lavington,House,5 bedrooms,6,585 m²,450000,16 February 2026,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, Staff Quarters, BBQ, CCTV, Parking, Balcony, Gym, Kids Play Area, Bus Stop, Shopping Centre, Hospital, Scenic View, School"
Nairobi - Runda,House,3 bedrooms,3,420 m²,361284,16 February 2026,"En Suite, Parking, Garden, Gated Community, Bus Stop, School, Shopping Centre, Hospital"
Nairobi - Lavington,House,5 bedrooms,6,526 m²,350000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Staff Quarters, Electric Fence, Gated Community, Garden, Parking, Bus Stop, School, Shopping Centre, Hospital, Scenic View"
Nairobi - Riverside,House,3 bedrooms,3,130 m²,200000,16 February 2026,"En Suite, Furnished, Fibre Internet, Service Charge Included, Balcony, Parking, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Kitisuru,House,4 bedrooms,4,120 m²,300000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Parking, Staff Quarters, Gated Community"
Nairobi - Kitisuru,House,5 bedrooms,5,,709665,16 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Nyari,House,5 bedrooms,4,2.023 m²,400000,16 February 2026,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area"
Nairobi - Kitisuru,House,2 bedrooms,2,,277565,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,5,1.100 m²,250000,16 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kilimani,House,4 bedrooms,4,1.011 m²,180000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Electric Fence, Balcony, BBQ, CCTV, Borehole, Parking, Gym, Garden, Staff Quarters, Wheelchair Access, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre, Sea View"
Nairobi - Lavington,House,5 bedrooms,5,1.100 m²,250000,16 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kilimani,House,4 bedrooms,4,1.011 m²,180000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Electric Fence, Balcony, BBQ, CCTV, Borehole, Parking, Gym, Garden, Staff Quarters, Wheelchair Access, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre, Sea View"
Nairobi - Runda,House,5 bedrooms,5,,450000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,4,341 m²,250000,16 February 2026,"Service Charge Included, Balcony, Electric Fence, Parking, Staff Quarters, Garden, Borehole, CCTV, Swimming Pool, Gated Community, Kids Play Area"
Nairobi - Kileleshwa,House,4 bedrooms,3,200 m²,150000,16 February 2026,"Service Charge Included, Balcony, Electric Fence, Parking, Gated Community, Kids Play Area"
Nairobi - Muthaiga,House,2 bedrooms,2,,260000,15 January 2026,"Furnished, En Suite, Backup Generator, Service Charge Included, Balcony, Parking, Electric Fence, Garden, Shopping Centre, Hospital, Bus Stop"
Nairobi - Kilimani,House,3 bedrooms,4,180 m²,200000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Borehole, Staff Quarters, Gated Community, Swimming Pool, Wheelchair Access, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,300 m²,360000,16 February 2026,"Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, BBQ, Kids Play Area, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Gigiri,House,3 bedrooms,3,,387000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,3 bedrooms,2,2.300 m²,215000,16 February 2026,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, BBQ, Parking, Electric Fence, Swimming Pool, Wheelchair Access, Gated Community, Garden, Borehole, CCTV, Bus Stop, Shopping Centre, Hospital, Scenic View, School"
Nairobi - Garden Estate,House,4 bedrooms,3,130 m²,200000,09 February 2026,"Service Charge Included, En Suite, Gym, Kids Play Area, Parking, Staff Quarters, Swimming Pool, Gated Community, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Hill View,House,4 bedrooms,5,,480000,31 October 2025,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Kiambu County - Tigoni,House,4 bedrooms,5,,170000,16 February 2026,"Backup Generator, En Suite, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Gated Community, Garden, Scenic View, Shopping Centre"
Nairobi - Gigiri,House,2 bedrooms,2,140 m²,280000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Furnished, Service Charge Included, Walk In Closet, Balcony, Parking, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Scenic View, Shopping Centre"
Nairobi - Thigiri,House,4 bedrooms,4,,348300,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Runda,House,2 bedrooms,2,130 m²,200000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Furnished, Service Charge Included, Walk In Closet, Parking, CCTV, Electric Fence, Gated Community, Borehole, Hospital, School, Scenic View, Shopping Centre"
Nairobi - Loresho,House,3 bedrooms,3,,715000,16 February 2026,"En Suite, Furnished, Balcony, Parking, Garden"
Nairobi - Westlands Area,House,5 bedrooms,5,400 m²,270000,14 February 2026,
Nairobi - Brookside,House,4 bedrooms,4,497 m²,400000,16 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Swimming Pool, Electric Fence, Wheelchair Access, Garden, Gated Community, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,4,4.046 m²,650000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Parking, Staff Quarters, Electric Fence, Wheelchair Access, Garden, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,6 bedrooms,6,"0,5 m²",380000,16 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Runda,House,5 bedrooms,5,,450000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Alarm, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kiambu Road,House,3 bedrooms,3,341 m²,260000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gym, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,6 bedrooms,6,"0,5 m²",450000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Electric Fence, Borehole, Garden, Wheelchair Access, Gated Community, Parking, Staff Quarters, Scenic View, Hospital, School, Shopping Centre"
Nairobi - Spring Valley,House,3 bedrooms,3,230 m²,330000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,5,400 m²,420000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Parking, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Scenic View, Shopping Centre"
Nairobi - Kitisuru,House,4 bedrooms,4,499 m²,774000,16 February 2026,"En Suite, Walk In Closet, Balcony, Parking, Garden, Staff Quarters"
Nairobi - Lower Kabete,House,4 bedrooms,4,,500000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,380 m²,420000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gym, Kids Play Area, Gated Community, Balcony, Scenic View, Hospital, School, Shopping Centre"
Nairobi - Kyuna,House,4 bedrooms,4,1.100 m²,310000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre"
Nairobi - Kileleshwa,House,5 bedrooms,,,180000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Runda,House,3 bedrooms,3,"0,5 m²",240000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kileleshwa,House,4 bedrooms,5,380 m²,380000,16 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,5 bedrooms,5,,500000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Gigiri,House,4 bedrooms,4,,350000,16 February 2026,"Backup Generator, Fibre Internet, En Suite, Walk In Closet, Service Charge Included, Balcony, Gym, Parking, CCTV, Electric Fence, Wheelchair Access, Garden, Gated Community, Borehole, Scenic View, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,450000,16 February 2026,"Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gym, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Loresho,House,5 bedrooms,5,2.024 m²,550000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Muthaiga,House,2 bedrooms,2,546 m²,285000,16 February 2026,"En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, Parking, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Hospital, Scenic View, Shopping Centre"
Nairobi - Spring Valley,House,4 bedrooms,4,250 m²,280000,16 February 2026,"Backup Generator, En Suite, Balcony, Parking, Kids Play Area, Electric Fence, Swimming Pool, Borehole, Garden, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,270000,30 January 2026,"Aircon, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,585 m²,500000,07 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,5,450 m²,270000,16 February 2026,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,4,450 m²,300000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,2 bedrooms,2,,250000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,450000,16 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
